,date,adjclose,open,high,low,volume,rsi,stoch,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,macd,macddiff,volatility_atr,volatility_bbm,volatility_bbl,volatility_bbh,volatility_bbw,volatility_kch,volatility_kcl,volatility_kcw,williamr,ichibaseline,ichiconversionline,ichilinea,ichilineb,ema200,volatility_bbm_3,ichiconversionline_3,volatility_bbh_3,volatility_bbl_3,volatility_kch_3,volatility_kcl_3,volatility_kcw_3,signal
402,2/16/2014,965,965,965,965,200,62.58200471,66.14583333,0.47737569,0.429668204,0.609269021,31.70926705,1.797360869,29.21267884,898,770.4696115,1025.530389,28.40320457,976.3,920.9,5.840185537,-33.85416667,891,947.5,790,919.25,569.8502588,,,,,,,,0
403,2/17/2014,964,964,964,964,30,62.36560254,65.625,0.466967144,0.453933184,0.495825899,29.22722241,-0.547747021,26.39141096,906.2,783.948456,1028.451544,26.98113969,983.0666667,933.6666667,5.154603318,-34.375,891,956,790,923.5,573.7721467,,,,,,,,0
404,2/18/2014,990,980,990,980,206,65.68775322,79.16666667,0.626756477,0.52369977,0.469100386,29.67847,-0.077199542,26.35226986,914.9,794.8168621,1034.983138,26.25054932,993.9666667,945.9666667,4.948623664,-20.83333333,891,981,792.5,936,577.9137174,,,,,,,,0
405,2/20/2014,1029,1009,1029,1009,261,69.96994771,99.47916667,0.832722152,0.642148591,0.539927182,33.59097525,3.068244566,27.61704288,924.75,801.2139729,1048.286027,26.71771336,1001.333333,959.7333333,4.242589067,-0.520833333,891,990,803,940.5,582.4021381,,,,,,,,0
406,2/23/2014,1010,1010,1010,1010,200,65.67004877,88.76404494,0.526346043,0.661941558,0.609263306,33.35539925,2.266134848,26.75533859,932.85,809.2615297,1056.43847,26.49696529,1006.966667,967.9666667,3.949500405,-11.23595506,898.5,990,807.5,944.25,586.6568432,,,,,,,,0
407,2/24/2014,1000,1000,1000,1000,183,63.45962628,81.81818182,0.391734305,0.583600834,0.629230328,31.25783067,0.134853015,25.07980473,940.35,819.6101557,1061.089844,25.67976696,1004.3,973.3,3.135113269,-18.18181818,900,990,811,945,590.7697105,,,,,,,,0
408,2/25/2014,990,1000,1005,990,1087,61.23976344,72.97297297,0.030774671,0.316285007,0.520609133,27.9247504,-2.558581802,24.07182426,946.5,828.8403213,1064.159679,24.86205573,1001.333333,975.3333333,2.6306914,-27.02702703,915,990,815,952.5,594.7421512,,,,,,,,0
409,2/26/2014,990,990,990,990,163,61.23976344,59.18367347,0.030774671,0.151094549,0.350326796,24.9308986,-4.441946882,21.66464183,952.5,838.8875007,1066.112499,23.8556429,999.3333333,973.3333333,2.636025684,-40.81632653,923,989.5,821,956.25,598.6750651,,,,,,,,0
410,3/5/2014,980,980,995,980,673,58.85216947,37.5,0,0.020516447,0.162632001,21.13438628,-6.590767363,20.99817765,958,850.4044611,1065.595539,22.46253423,993.6333333,980.6333333,1.316944688,-62.5,923,996.5,833,959.75,602.469343,,,,,,,,0
411,3/11/2014,906,961,961,902,9021,44.90127518,3.125,0,0.010258224,0.060623073,9.765578098,-14.36766043,26.69835988,959.3,854.925482,1063.674518,21.76055832,996,972.2,2.418453409,-96.875,931,965.5,858,948.25,605.4895486,,,,,,,,0
412,3/12/2014,888,888,888,888,102,42.27609052,0,0,0,0.010258224,-0.335464053,-19.57496207,25.8285239,961.8,867.2323523,1056.367648,19.66472193,988.3,964.5,2.437525604,-100,934,958.5,858,946.25,608.3005978,,,,,,,,0
413,3/13/2014,899,889,899,889,170,44.41486366,7.746478873,0.077229153,0.025743051,0.012000425,-6.088395317,-20.26231467,24.34567151,963.5,874.9212215,1052.078778,18.3868767,982.4666667,956.6666667,2.66098257,-92.25352113,934,958.5,858,946.25,611.1931292,,,,,,,,0
414,3/17/2014,882,882,882,882,29,41.8350396,0,0,0.025743051,0.017162034,-11.80428865,-20.7825664,23.61110436,964.35,879.3128905,1049.38711,17.63615068,971,947.2,2.481493066,-100,934,946,858,940,613.8877249,,,,,,,,0
415,3/19/2014,852,869,869,852,134,37.67608188,0,0,0.025743051,0.025743051,-18.79788679,-22.22093163,24.24999392,960.25,862.7597441,1057.740256,20.30518218,954.2333333,931.0333333,2.461190283,-100,934,928.5,858,931.25,616.2570013,,,,,,,,0
416,3/20/2014,835,835,835,835,24,35.52110256,0,0,0,0.017162034,-25.05771053,-22.78460429,23.52499453,954.75,843.0613703,1066.43863,23.39641365,936.7333333,913.5333333,2.507746631,-100,932.5,920,876.5,926.25,618.4335486,,,,,,,,0
417,3/23/2014,787,819,819,787,536,30.25848764,0,0,0,0.008581017,-34.10011433,-25.46160648,25.97249507,944.1,812.8020183,1075.397982,27.81442256,919.7,890.1,3.271079677,-100,908.5,891,891,899.75,620.1108267,,,,,,,,0
418,3/24/2014,801,802,808,801,210,33.35964592,5.785123967,0.078092276,0.026030759,0.00867692,-37.95411907,-23.45248898,25.47524557,934.2,791.5821891,1076.817811,30.53260778,899.7333333,871.7333333,3.161222339,-94.21487603,908.5,891,891,899.75,621.910719,,,,,,,,0
419,3/26/2014,788,788,788,788,875,31.93941322,0.448430493,0.047468271,0.041853516,0.022628091,-41.12592188,-21.29943343,24.22772101,923.1,771.5323253,1074.667675,32.83884187,879.5333333,851.5333333,3.234999615,-99.55156951,908.5,874,891,891.25,623.5633486,,,,,,,,0
420,3/31/2014,800,803,803,800,360,34.70288262,5.963302752,0.133862728,0.086474425,0.0514529,-40.96998501,-16.91479725,23.30494891,915.55,755.4881682,1075.611832,34.96517543,859.9333333,834.3333333,3.021956402,-94.03669725,908.5,843,891,875.75,625.3189372,,,,,,,,0
421,4/1/2014,820,815,832,815,1114,39.13831893,15.13761468,0.286619291,0.15598343,0.094770457,-37.62835001,-10.8585298,24.17445402,908.8,744.6286261,1072.971374,36.12926362,845.6666667,828.4666667,2.054794521,-84.86238532,908.5,843,891,875.75,627.2560622,,,,,,,,0
422,4/2/2014,886,836,886,836,300,50.97343292,47.59615385,0.668627897,0.363036638,0.201831498,-27.05565545,-0.228668187,28.35700862,904.85,742.4858722,1067.214128,35.88752342,848.8,821.6,3.256704981,-52.40384615,908.5,836.5,891,872.5,629.8306287,,,,,,,,0
423,4/3/2014,930,903,930,903,940,56.97958739,68.75,0.934510635,0.629919274,0.382979781,-14.18920845,10.11022305,29.92130776,903.15,742.5968624,1063.703138,35.5540359,853.0333333,822.4333333,3.652713672,-31.25,908.5,858.5,891,883.5,632.8173886,,,,,,,,0
424,4/6/2014,950,912,950,912,1322,59.41351923,93.67816092,1,0.867712844,0.620222919,-2.721314026,17.26249398,30.72917698,901.15,744.0140398,1058.28596,34.87454036,862.3666667,824.1666667,4.530002372,-6.32183908,908.5,868.5,891,888.5,635.9734345,,,,,,,,0
425,4/7/2014,930,931,931,930,1530,56.00145029,87.73006135,0.882968093,0.939159576,0.812263898,3.05207753,18.42870843,29.65625928,896.2,749.6017735,1042.798226,32.71551583,868.0333333,833.0333333,4.115065057,-12.26993865,908.5,868.5,891,888.5,638.899072,,,,,,,,0
426,4/9/2014,948,948,948,948,120,58.32137097,98.77300613,0.962539974,0.948502689,0.91845837,8.968198172,19.47586326,28.49063335,893.1,753.8191327,1032.380867,31.19043048,879.3333333,844.3333333,4.061110037,-1.226993865,908,869,891,888.5,641.9747031,,,,,,,,0
427,4/10/2014,990,966,990,966,1810,63.19748391,100,1,0.948502689,0.945388318,17.50358533,22.40900033,29.84157002,892.6,754.7937592,1030.406241,30.87749065,896.9666667,863.5666667,3.794304756,0,908,889,891,898.5,645.4376414,,,,,,,,0
428,4/13/2014,980,1009,1009,980,721,61.35688555,86.93693694,0.944120994,0.968886989,0.955297456,21.86129533,21.41336826,29.75741302,892.1,755.6450257,1028.554974,30.59185613,917.8,880,4.205139615,-13.06306306,908,904.5,891,906.25,648.7666201,,,,,,,,0
429,4/16/2014,980,981,981,980,136,61.35688555,86.93693694,0.944120994,0.96274733,0.960045669,24.33424804,19.10905678,26.88167171,891.6,756.5172106,1026.682789,30.30120893,937.1333333,899.1333333,4.138832414,-13.06306306,908,912,891,910,652.0624746,,,,,,,,0
430,4/17/2014,961,962,962,961,183,57.65663203,78.37837838,0.831784435,0.906675474,0.946103264,23.331987,14.48543659,26.09350454,890.65,757.8188666,1023.481133,29.82790847,952.9666667,915.3666667,4.024977698,-21.62162162,908,922.5,891,915.25,655.1364798,,,,,,,,0
431,4/20/2014,930,961,961,924,1326,52.1324373,64.25339367,0.646009931,0.80730512,0.892242641,18.61852289,7.817577989,27.18415409,891.85,758.0557176,1025.644282,30.0037635,966.5666667,924.9666667,4.398547915,-35.74660633,898.5,956,891,927.25,657.8714402,,,,,,,,0
432,4/21/2014,912,912,912,912,100,49.18561908,56.10859729,0.551736095,0.676510153,0.796830249,12.90011505,1.679336114,26.26573868,893.05,758.9851276,1027.114872,30.02404621,965.8333333,934.2333333,3.326199081,-43.89140271,898,960.5,898.5,929.25,660.4000826,,,,,,,,0
433,4/22/2014,930,925,930,925,436,52.1013869,62.20095694,0.610589497,0.602778508,0.69553126,10.62812653,-0.474121918,25.43916481,894.6,759.5823715,1029.617628,30.18502761,964.3666667,937.1666667,2.860849139,-37.79904306,898,960.5,900,929.25,663.0826689,,,,,,,,0
434,4/23/2014,966,948,966,948,331,57.37000004,77.83505155,0.757785282,0.640036958,0.639775206,12.79494617,1.354158171,26.49524833,898.8,760.4271703,1037.17283,30.79057181,964.6333333,941.4333333,2.434332482,-22.16494845,898,960.5,908.5,929.25,666.0967717,,,,,,,,0
435,4/28/2014,960,960,960,960,210,56.25928912,71.67630058,0.504834304,0.624403028,0.622406165,13.31040305,1.495692039,24.4457235,904.2,765.1264943,1043.273506,30.76166904,967.5,944.5,2.405857741,-28.32369942,898,960.5,908.5,929.25,669.0211819,,,,,,,,0
436,4/29/2014,981,960,981,960,3126,59.23414211,73.58490566,0.717143874,0.659921153,0.641453713,15.6714497,3.085390956,24.10115115,911.5,772.3950037,1050.604996,30.52221532,972.2,945,2.837471312,-26.41509434,898,960.5,908.5,929.25,672.1254488,,,,,,,,0
437,4/30/2014,973,971,973,971,80,57.62625539,62.88659794,0.602392074,0.608123417,0.630815866,16.02793999,2.753504994,22.69103603,920.8,791.7238984,1049.876102,28.03564326,969.0333333,946.2333333,2.380869505,-37.11340206,898,946.5,908.5,922.25,675.1192254,,,,,,,,0
438,5/4/2014,1070,992,1070,992,2007,68.71506699,100,1,0.773178649,0.68040774,26.65642858,10.70559487,30.12193243,934.25,801.8915851,1066.608415,28.33468877,979.3666667,946.7666667,3.385020075,0,928.5,991,928.5,959.75,679.0483873,,,,,,,,0
439,5/5/2014,1174,1091,1174,1091,670,75.97455367,100,1,0.867464025,0.749588697,44.9018916,23.16084631,37.50973919,953.55,801.0803637,1106.019636,31.97936895,1004.166667,955.1666667,5.001701259,0,980.5,1043,980.5,1011.75,683.973279,,,,,,,,0
440,5/6/2014,1130,1151,1160,1130,753,68.71021608,83.20610687,0.728830665,0.909610222,0.850084298,51.51846129,23.8219328,38.15876527,970.05,816.2014056,1123.898594,31.71972463,1024.933333,970.1333333,5.493550759,-16.79389313,980.5,1043,980.5,1011.75,688.4113558,,,,,,,,0
441,5/8/2014,1108,1108,1108,1108,73,65.34586979,74.80916031,0.603243502,0.777358055,0.851477434,52.37637463,19.74387692,36.54288874,984.45,835.6447918,1133.255208,30.23113581,1038.2,990.8,4.672252341,-25.19083969,980.5,1049.5,980.5,1015,692.5863672,,,,,,,,0
442,5/11/2014,1045,1086,1086,1039,921,56.77304209,50.76335878,0.283229741,0.538434636,0.741800971,44.67625609,9.635006696,39.78859987,992.4,848.5773314,1136.222669,28.98481834,1057.366667,1000.566667,5.520101072,-49.23664122,980.5,1061,980.5,1020.75,696.0929705,,,,,,,,0
443,5/12/2014,1022,1049,1049,1006,1375,53.98834515,41.98473282,0.179280219,0.355251154,0.557014615,35.69404435,0.522235966,40.10973988,997,855.5899579,1138.410042,28.36710974,1070.9,1006.5,6.200057765,-58.01526718,981,1067,980.5,1024,699.3358265,,,,,,,,0
444,5/13/2014,1014,1042,1042,1014,696,53.0143076,38.93129771,0.142920522,0.201810161,0.365165317,27.71389687,-5.966329212,38.89876589,1000.2,860.3006076,1140.099392,27.97428363,1078.233333,1011.833333,6.353864311,-61.06870229,981,1067,980.5,1024,702.4668133,,,,,,,,0
445,5/15/2014,961,1000,1000,961,1199,46.96851704,18.70229008,0,0.107400247,0.221487187,15.62357523,-14.44532068,40.3088893,1001.75,864.3311148,1139.168885,27.43576445,1083.533333,1009.333333,7.090752716,-81.29770992,987,1067.5,980.5,1027.25,705.0392828,,,,,,,,0
446,5/18/2014,986,975,1030,975,6282,49.87244191,24.49799197,0.100114501,0.081011674,0.130074027,9.656844832,-16.32964086,43.17800037,1003.65,868.2199073,1139.080093,26.98751411,1089.233333,1008.233333,7.723603077,-75.50200803,994.5,1067.5,980.5,1031,707.8349119,,,,,,,,0
447,5/19/2014,1010,990,1010,980,2868,52.55821045,27.43362832,0.192707935,0.097607478,0.0953398,7.959923944,-14.4212494,41.86020034,1004.65,869.3425353,1139.957465,26.93623942,1094.8,1008.2,8.235853543,-72.56637168,1005,1067.5,980.5,1036.25,710.8415297,,,,,,,,0
448,5/20/2014,1021,1005,1030,1005,7246,53.78052552,28.5046729,0.234847958,0.175890131,0.118169761,7.812424961,-11.65499871,40.1741803,1006.7,871.7065187,1141.693481,26.81900891,1086.966667,1010.966667,7.24522546,-71.4953271,1038.5,1060.5,980.5,1049.5,713.9276836,,,,,,,,0
449,5/21/2014,1045,1041,1065,1040,2328,56.41882606,39.71962617,0.325804905,0.251120266,0.174872625,10.18421764,-7.426564822,40.55676227,1009.95,874.5550592,1145.344941,26.81220671,1071.533333,1007.133333,6.196279666,-60.28037383,1043,1034.5,980.5,1038.75,717.2219355,,,,,,,,0
450,5/22/2014,1053,1065,1080,1045,4729,57.2939155,43.19248826,0.355974124,0.305542329,0.244184242,12.46140227,-4.119504156,40.00108604,1014.55,879.8704173,1149.229583,26.54961958,1063.966667,998.5666667,6.341715689,-56.80751174,1043,1023.5,980.5,1033.25,720.5630108,,,,,,,,0
451,5/25/2014,1065,1070,1090,1055,1901,58.63561733,48.82629108,0.402230075,0.361336368,0.305999654,15.06139652,-1.215607922,39.70097744,1021.3,890.7793503,1151.82065,25.55970816,1063.666667,991.2666667,7.046457306,-51.17370892,1043,1025.5,980.5,1034.25,723.9902445,,,,,,,,0
452,5/26/2014,1055,1060,1068,1053,946,57.02772941,44.1314554,0.346797203,0.368333801,0.345070833,15.37592597,-0.72086278,37.2308797,1028.45,907.3343941,1149.565606,23.55303728,1060.666667,994.6666667,6.422315926,-55.8685446,1043,1025.5,980.5,1034.25,727.2838739,,,,,,,,0
453,5/27/2014,1049,1045,1050,1045,1486,56.03486816,44.22110553,0.41700288,0.388676719,0.372782296,14.54705926,-1.239783586,34.50779173,1034.4,921.8239812,1146.976019,21.76643828,1059.1,1000.7,5.670453442,-55.77889447,1043,1025.5,980.5,1034.25,730.4850294,,,,,,,,0
454,5/28/2014,1042,1040,1042,1040,146,54.83538312,55.10204082,0.428073955,0.397291346,0.384767289,12.83705119,-2.359833327,31.95701255,1038.2,930.0730376,1146.326962,20.82969802,1058.3,1005.1,5.156537753,-44.89795918,1043,1032.5,980.5,1037.75,733.5846808,,,,,,,,0
455,6/1/2014,1060,1050,1060,1050,3185,57.36284079,76.74418605,0.890908922,0.578661919,0.454876662,13.33785916,-1.487220286,30.5613113,1043.2,940.9090424,1145.490958,19.61099647,1063.666667,1016.266667,4.557838392,-23.25581395,1043,1035,980.5,1039,736.8325945,,,,,,,,0
456,6/2/2014,1065,1060,1070,1060,647,58.06485498,80.62015504,0.951079331,0.756687403,0.577546889,13.91032247,-0.731805582,28.50518017,1047.4,948.8395617,1145.960438,18.82001877,1065.966667,1027.566667,3.668439321,-19.37984496,1043,1047.5,980.5,1045.25,740.0979418,,,,,,,,0
457,6/3/2014,1080,1080,1080,1080,100,60.18289077,92.24806202,1,0.947329418,0.760892913,15.62930149,0.789738747,27.15466215,1052.75,959.4486067,1146.051393,17.72527064,1070.966667,1038.566667,3.071769428,-7.751937984,1043,1065,980.5,1054,743.4800518,,,,,,,,0
458,6/4/2014,1038,1059,1059,1038,28,52.22852398,59.68992248,0.398051928,0.783043753,0.829020191,11.76515608,-2.459525329,28.63919594,1051.15,957.9893323,1144.310668,17.72547546,1073.2,1041.6,2.988462266,-40.31007752,1049.5,1064,980.5,1056.75,746.4105986,,,,,,,,0
459,6/5/2014,999,1018,1018,970,2015,46.1313482,24.16666667,0,0.466017309,0.73213016,4.469817128,-7.803891423,32.57527634,1042.4,965.6005208,1119.199479,14.73512647,1070.066667,1033.866667,3.441173675,-75.83333333,1061,1030,980.5,1045.5,748.9239259,,,,,,,,0
460,6/8/2014,1040,980,1040,970,2038,52.41989494,58.33333333,0.447534262,0.281862063,0.510307709,3.871315702,-6.721914279,36.31774871,1037.9,972.4510886,1103.348911,12.61179524,1069.3,1026.1,4.123317744,-41.66666667,1067,1025,980.5,1046,751.8202053,,,,,,,,0
461,6/9/2014,1008,1020,1026,995,2131,47.73596198,31.66666667,0.114194849,0.187243037,0.31170747,-0.193606659,-8.629469312,37.18597384,1032.9,974.7660168,1091.033983,11.25645913,1062.866667,1020.466667,4.0704,-68.33333333,1067,1025,980.5,1046,754.369258,,,,,,,,0
462,6/10/2014,1015,1000,1015,1000,962,48.81342735,37.5,0.190874357,0.250867823,0.239990974,-2.221365164,-8.525782254,34.96737645,1031.4,973.0445375,1089.755462,11.31577709,1058,1015.6,4.089506173,-62.5,1067.5,1025,980.5,1046.25,756.9625987,,,,,,,,0
463,6/11/2014,1020,1025,1025,1020,300,49.61248832,41.66666667,0.24774078,0.184269995,0.207460285,-3.012868201,-7.453828232,32.47063881,1031.3,972.8736361,1089.726364,11.33062424,1055.366667,1012.966667,4.09991942,-58.33333333,1067.5,1025,980.5,1046.25,759.5798863,,,,,,,,0
464,6/16/2014,1010,1010,1040,1010,2090,47.99862287,33.33333333,0.132887522,0.190500886,0.208546235,-4.59679948,-7.230207609,32.22357493,1031.1,972.4113299,1089.78867,11.38370092,1056.033333,1008.033333,4.651012564,-66.66666667,1067.5,1025,980.5,1046.25,762.0716287,,,,,,,,0
465,6/17/2014,973,990,990,973,345,42.49105075,2.727272727,0,0.126876101,0.167215661,-9.68947297,-9.85830488,32.70121743,1031.7,975.7067861,1087.693214,10.85455343,1048.933333,999.5333333,4.823119732,-97.27272727,1060.5,1025,980.5,1042.75,764.1704184,,,,,,,,0
466,6/18/2014,985,960,985,960,293,44.70702926,20.83333333,0.12525427,0.086047264,0.13447475,-11.63775408,-9.445268788,31.93109569,1031.65,975.4920976,1087.807902,10.88700671,1041.6,989.2,5.160527871,-79.16666667,1034,1009.5,980.5,1021.75,766.3677277,,,,,,,,0
467,6/19/2014,1020,966,1020,966,1149,50.67674097,50,0.462681678,0.195978649,0.136300671,-8.80847301,-5.292790178,34.13798612,1032.15,976.5972323,1087.702768,10.76447565,1039.2,976,6.27233029,-50,1025,1000,980.5,1012.5,768.8914319,,,,,,,,0
468,6/23/2014,1000,1000,1000,1000,200,47.51953953,33.33333333,0.284226444,0.290720797,0.19091557,-8.857155903,-4.273178457,32.72418751,1031.1,973.9724235,1088.227577,11.08089934,1032.6,973.6,5.881766524,-66.66666667,1025,1000,980.5,1012.5,771.1910197,,,,,,,,0
469,6/24/2014,980,980,980,980,110,44.5317625,16.66666667,0.115347627,0.287418583,0.258039343,-10.89434023,-5.048290224,31.45176876,1027.85,966.9820281,1088.717972,11.84374605,1026.233333,976.8333333,4.93243693,-83.33333333,1025,1000,981,1012.5,773.268721,,,,,,,,0
470,6/25/2014,1018,999,1018,999,20,50.85440778,48.33333333,0.47272398,0.290766017,0.289635132,-7.811545679,-1.572396542,32.10659188,1026.1,966.2204542,1085.979546,11.67128852,1020.633333,981.4333333,3.915953515,-51.66666667,1025,1000,981,1012.5,775.7038581,,,,,,,,0
471,6/29/2014,1020,1038,1038,1020,220,51.1698888,60.60606061,0.87410356,0.487391722,0.355192107,-5.265131037,0.77921448,30.89593269,1023.85,966.6651244,1081.034876,11.17055733,1020.966667,984.3666667,3.650265957,-39.39393939,1025,1000,987,1012.5,778.1346654,,,,,,,,0
472,6/30/2014,1095,1035,1095,1035,2074,61.22260193,100,1,0.782275847,0.520144529,4.958689729,8.802428197,35.30633943,1025.85,962.0337795,1089.666221,12.44162802,1031.966667,986.3666667,4.518579686,0,1027.5,1027.5,994.5,1027.5,781.2875543,,,,,,,,0
473,7/1/2014,1100,1115,1137,1100,3379,61.78740305,79.0960452,1,0.95803452,0.742567363,12.46012903,13.043094,35.97570548,1028.4,957.4143677,1099.385632,13.80506269,1044.233333,992.2333333,5.106884473,-20.9039548,1048.5,1048.5,1005,1048.5,784.4588225,,,,,,,,0
474,7/2/2014,1137,1122,1137,1100,6621,65.76157842,100,1,1,0.913436789,21.44976289,17.62618229,36.07813493,1033.15,947.8827144,1118.417286,16.50627414,1055.4,1002,5.191017789,0,1048.5,1048.5,1038.5,1048.5,787.9666949,,,,,,,,0
475,7/3/2014,1108,1120,1130,1108,630,60.45456112,83.61581921,0.771942546,0.923980849,0.96067179,23.9129724,16.07151344,35.37032144,1035.55,944.8648855,1126.235115,17.51438647,1069.566667,1015.166667,5.218892904,-16.38418079,1048.5,1051.5,1043,1050,791.1511059,,,,,,,,0
476,7/6/2014,1100,1086,1105,1086,2672,59.0391104,79.0960452,0.711116649,0.827686398,0.917222416,24.13659942,13.03611236,34.0332893,1037.3,943.1254812,1131.474519,18.15762438,1081,1027.8,5.04552352,-20.9039548,1048.5,1058.5,1043,1053.5,794.2242292,,,,,,,,0
477,7/7/2014,1079,1079,1079,1079,500,55.37401183,67.23163842,0.553617059,0.678892084,0.810186444,21.36190699,8.209135951,32.72996037,1037.25,943.1651978,1131.334802,18.14120071,1083.3,1040.9,3.99209114,-32.76836158,1048.5,1058.5,1043,1053.5,797.057819,,,,,,,,0
478,7/8/2014,1106,1070,1106,1070,878,58.90625601,82.48587571,0.705407522,0.656713743,0.721097409,21.91614663,7.010700468,33.05696433,1040.65,941.9033039,1139.396696,18.97788808,1096.3,1046.7,4.629024732,-17.51412429,1048.5,1068,1043,1058.25,800.1318705,,,,,,,,0
479,7/9/2014,1128,1128,1128,1128,30,61.5750772,94.91525424,0.80280087,0.68727515,0.674293659,24.20262967,7.437746806,31.9512679,1047.1,943.3524217,1150.847578,19.81617387,1111.1,1061.5,4.565957839,-5.084745763,1048.5,1078.5,1043,1063.5,803.39424,,,,,,,,0
480,7/13/2014,1150,1145,1150,1145,120,64.08685862,100,0.921114728,0.809774373,0.717921089,27.63025672,8.692299084,30.95614111,1052.6,939.6833936,1165.516606,21.45479886,1123.366667,1076.566667,4.254674384,0,1055,1092.5,1043,1073.75,806.8430535,,,,,,,,0
481,7/14/2014,1130,1150,1150,1130,264,60.23216961,88.23529412,0.739545136,0.821153578,0.772734367,27.0955234,6.526052613,29.860527,1058.7,942.9345475,1174.465453,21.86935913,1134.633333,1087.433333,4.248297381,-11.76470588,1055,1110,1043,1082.5,810.0585455,,,,,,,,0
482,7/16/2014,1109,1111,1173,1109,6109,56.39645613,66.83937824,0.55886936,0.739843075,0.790257009,23.72347263,2.523201472,33.2744743,1063.4,947.4803727,1179.319627,21.80169782,1140.566667,1092.566667,4.298892438,-33.16062176,1066.5,1121.5,1043,1094,813.0330873,,,,,,,,0
483,7/17/2014,1159,1131,1160,1131,4303,62.51696816,91.95402299,0.782345669,0.693586722,0.751527792,26.36196906,4.129358328,35.04702687,1070.35,949.1257862,1191.574214,22.65132223,1143.533333,1097.133333,4.141624517,-8.045977011,1066.5,1121.5,1043,1094,816.4755442,,,,,,,,0
484,7/20/2014,1260,1160,1260,1160,3628,71.28513492,100,1,0.78040501,0.737944935,38.75742415,13.21985074,41.64232418,1082.85,939.5485346,1226.151465,26.46746372,1160.033333,1101.033333,5.218775799,0,1110,1165,1092.5,1137.5,820.8887228,,,,,,,,0
485,7/21/2014,1386,1285,1386,1285,12960,78.15153223,100,1,0.927448556,0.800480096,60.37014807,27.86605972,50.07809176,1103.5,916.9626043,1290.037396,33.80831821,1191.633333,1116.833333,6.480492102,0,1173,1228,1167,1200.5,826.5117206,,,,,,,,0
486,7/22/2014,1386,1413,1450,1386,10899,78.15153223,83.15789474,1,1,0.902617855,73.82165724,33.05405511,51.47028259,1123.55,908.2804248,1338.819575,38.31953632,1227.166667,1143.366667,7.070138928,-16.84210526,1205,1260,1205,1232.5,832.0787682,,,,,,,,0
487,7/23/2014,1360,1359,1360,1359,314,73.92130272,76.31578947,0.814280508,0.938093503,0.955180686,78.40982019,30.11377445,49.02325433,1140.55,907.6934132,1373.406587,40.83233296,1255.333333,1171.333333,6.923076923,-23.68421053,1205,1279.5,1205,1242.25,837.3317158,,,,,,,,0
488,7/24/2014,1340,1350,1350,1340,334,70.74890599,71.05263158,0.675002981,0.829761163,0.922618222,77.4236163,23.30205645,46.1209289,1157.55,918.6538092,1396.446191,41.27617655,1277.666667,1198.866667,6.363734252,-28.94736842,1205,1279.5,1205,1242.25,842.3333902,,,,,,,,0
489,7/27/2014,1350,1325,1350,1325,622,71.40958875,73.68421053,0.704008893,0.731097461,0.832984042,75.94121321,17.45572269,44.00883601,1176.05,937.7120257,1414.387974,40.5319458,1301.533333,1217.733333,6.65272963,-26.31578947,1205,1279.5,1205,1242.25,847.3847993,,,,,,,,0
490,7/30/2014,1340,1340,1340,1340,286,69.71386652,71.05263158,0.62956171,0.669524528,0.74346105,71.93013914,10.75571889,40.6079524,1192.15,955.1940758,1429.105924,39.75270296,1320.2,1237.4,6.474820144,-28.94736842,1205,1279.5,1205,1242.25,852.2864431,,,,,,,,0
491,7/31/2014,1325,1338,1340,1322,550,67.13846168,67.10526316,0.493770075,0.609113559,0.669911849,65.71433141,3.631928931,38.34715716,1207.4,977.5727605,1437.227239,38.06977629,1339.233333,1256.833333,6.348065021,-32.89473684,1205,1290.5,1205,1247.75,856.9900605,,,,,,,,0
492,8/4/2014,1240,1315,1315,1232,1439,54.78704983,38.41642229,0,0.374443928,0.551027338,50.34996233,-9.385952121,43.81244145,1214.65,990.3820576,1438.917942,36.92717119,1354.333333,1268.133333,6.573963444,-61.58357771,1208,1305,1205,1256.5,860.8011047,,,,,,,,0
493,8/5/2014,1244,1230,1250,1230,541,55.20469119,39.58944282,0.017875053,0.170548376,0.384701954,38.92891797,-16.64559719,41.4311973,1221.85,1003.602182,1440.097818,35.72415892,1362.566667,1278.166667,6.392163793,-60.41055718,1215,1340,1205,1277.5,864.6140291,,,,,,,,0
494,8/6/2014,1368,1268,1368,1268,3026,65.76278399,75.95307918,0.469761494,0.162545516,0.23584594,43.84945722,-9.380046343,49.68807757,1233.4,1009.948529,1456.851471,36.23341515,1373.366667,1288.966667,6.340302992,-24.04692082,1215,1340,1205,1277.5,869.6228447,,,,,,,,0
495,8/7/2014,1395,1395,1410,1395,398,67.55592757,83.87096774,0.546508051,0.344714866,0.225936253,49.16860888,-3.248715751,48.91926982,1247.75,1021.509531,1473.990469,36.26374986,1369.533333,1302.333333,5.030191127,-16.12903226,1224.5,1320,1205,1272.25,874.8504781,,,,,,,,0
496,8/12/2014,1375,1400,1400,1375,382,64.84664054,76.48902821,0.430550548,0.482273364,0.329844582,49.40978511,-2.406031615,46.52734283,1261.5,1039.461715,1483.538285,35.20226476,1363.233333,1303.833333,4.45433185,-23.51097179,1235,1320,1205,1277.5,879.8270902,,,,,,,,0
