,date,adjclose,open,high,low,volume,rsi,stoch,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,macd,macddiff,volatility_atr,volatility_bbm,volatility_bbl,volatility_bbh,volatility_bbw,volatility_kch,volatility_kcl,volatility_kcw,williamr,ichibaseline,ichiconversionline,ichilinea,ichilineb,ema200,volatility_bbm_3,volatility_bbl_3,volatility_bbh_3,volatility_kch_3,volatility_kcl_3,volatility_kcw_3,ichiconversionline_3,signal
640,3/23/2010,940,955,955,931,980,40.08292453,9.090909091,0,0.218737201,0.275085597,-11.5374819,-4.374124099,23.54938498,985.3,938.5748462,1032.025154,9.484452213,988.9333333,958.7333333,3.101146671,-90.90909091,980.5,973,995.5,976.75,1077.918934,,,,,,,,0
641,3/25/2010,925,925,925,915,2150,37.71009607,9.523809524,0,0.03090689,0.186440819,-15.00550567,-6.273718296,23.69444648,983.05,929.726553,1036.373447,10.84857271,985.6,953.4,3.321299639,-90.47619048,972.5,965,987.5,968.75,1076.397353,,,,,,,,0
642,3/28/2010,930,915,930,912,2050,39.00624744,16.66666667,0.079935943,0.026645314,0.092096468,-16.47708987,-6.196241993,23.12500183,979.1,922.4505516,1035.749448,11.57173902,983.3,947.5,3.708307437,-83.33333333,971,963.5,986,967.25,1074.940663,,,,,,,,0
643,3/29/2010,912,912,912,912,400,36.09442198,0,0,0.026645314,0.028065839,-19.08763969,-7.045433449,22.61250165,974.2,912.372498,1036.027502,12.69297926,976.4666667,942.2666667,3.564851812,-100,971,958.5,986,964.75,1073.319362,,,,,,,,0
644,3/30/2010,862,894,900,862,800,29.50547564,0,0,0.026645314,0.026645314,-25.97672006,-11.14761106,25.35125149,967.3,889.7317075,1044.868292,16.03810452,964.8333333,927.2333333,3.974489976,-100,946,933,961,939.5,1071.216682,,,,,,,,0
645,3/31/2010,886,860,886,860,1160,35.58396664,16.77419355,0.248919592,0.082973197,0.045421275,-27.4314739,-10.08189192,25.41612634,962.35,877.6262725,1047.073727,17.60767444,954.2333333,913.2333333,4.390975296,-83.22580645,945,932,960,938.5,1069.37373,,,,,,,,0
646,4/1/2010,928,899,928,889,2760,44.58853248,43.87096774,0.617664541,0.288861378,0.13282663,-23.09324263,-4.594928518,27.0745137,959.45,874.1939738,1044.706026,17.77185391,949.3666667,907.5666667,4.502046385,-56.12903226,945,932,960,938.5,1067.967026,,,,,,,,0
647,4/4/2010,923,946,950,923,1550,43.8035082,40.64516129,0.585517101,0.484033745,0.28528944,-20.07932366,-1.264807641,27.06706233,954.1,873.9478946,1034.252105,16.80161522,947.3333333,902.9333333,4.799308208,-59.35483871,945,917.5,960,931.25,1066.524568,,,,,,,,0
648,4/5/2010,910,915,915,907,400,41.74558801,34.48275862,0.592541632,0.598574425,0.457156516,-18.94428527,-0.103815401,25.9603561,949.1,871.0720563,1027.127944,16.44251264,938.2666667,895.2666667,4.690397411,-65.51724138,945,907.5,960,926.25,1064.96711,,,,,,,,0
649,4/6/2010,899,910,910,895,5750,40.0317937,27.08333333,0.537231911,0.571763548,0.551457239,-18.91402947,-0.058847676,24.86432049,944.05,866.7829954,1021.317005,16.36926108,931.5666667,890.5666667,4.500219523,-72.91666667,945,905,960,925,1063.315696,,,,,,,,0
650,4/7/2010,900,905,905,900,500,40.27185334,27.77777778,0.54948384,0.559752461,0.576696811,-18.31498769,0.432155283,22.97788844,940.05,862.3596531,1017.740347,16.52898184,925.6333333,888.4333333,4.10128257,-72.22222222,945,905,960,925,1061.690664,,,,,,,,0
651,4/8/2010,905,890,905,890,2980,41.53214182,31.25,0.613805209,0.56684032,0.566118776,-16.89305787,1.483268078,22.1800996,937.05,858.8132439,1015.286756,16.69852325,923.9666667,885.7666667,4.221616444,-68.75,945,905,960,925,1060.131553,,,,,,,,0
652,4/11/2010,892,887,892,885,2730,39.21525911,27.82608696,0.643754351,0.6023478,0.576313527,-16.93732719,1.151199009,21.96208964,933.4,853.9181782,1012.881822,17.03060249,919.4333333,883.4333333,3.993639759,-72.17391304,945,905,960,925,1058.458602,,,,,,,,0
653,4/12/2010,900,890,900,890,1220,41.38236114,42.10526316,0.787432258,0.681663939,0.616950686,-15.66083864,1.942150049,20.76588067,929.65,851.3039088,1007.996091,16.85496502,918.9,880.9,4.22269141,-57.89473684,940,905,960,922.5,1056.8819,,,,,,,,0
654,4/13/2010,898,891,900,891,1520,40.98892342,42.22222222,0.761347511,0.730844707,0.671618815,-14.61386288,2.391300643,19.58929261,923.8,854.9186527,992.6813473,14.91261036,918.1666667,885.9666667,3.569580962,-57.77777778,940,917.5,960,928.75,1055.300985,,,,,,,,0
655,4/15/2010,890,900,900,890,1210,39.37627381,33.33333333,0.654429554,0.734403108,0.715637251,-14.41808056,2.069666372,18.63036335,918.3,857.5477161,979.0522839,13.23146769,918.1666667,889.1666667,3.209147916,-66.66666667,937.5,917.5,960,927.5,1053.656199,,,,,,,,0
656,4/18/2010,885,885,885,885,300,38.360442,27.77777778,0.587080355,0.66761914,0.710955651,-14.48227845,1.604374788,17.26732701,914.75,854.9340322,974.5659678,13.07810173,911.2666667,890.0666667,2.353811991,-72.22222222,937.5,900,960,918.75,1051.978028,,,,,,,,0
657,4/19/2010,873,880,888,873,2460,35.96252941,14.44444444,0.42809981,0.556536573,0.65285294,-15.50240838,0.467395882,17.04059431,909.9,853.1376886,966.6623114,12.47660434,904.6666667,885.8666667,2.099932981,-85.55555556,937.5,891.5,950,914.5,1050.197152,,,,,,,,0
658,4/20/2010,860,870,870,860,1420,33.51810825,0,0,0.338393388,0.5208497,-17.26935233,-1.039638452,16.63653488,903.4,855.7789962,951.0210038,10.54261762,900.1333333,880.9333333,2.156011379,-100,937.5,882.5,945,910,1048.304643,,,,,,,,0
659,4/21/2010,819,843,843,815,5700,27.23142759,2.962962963,0,0.142699937,0.345876633,-22.620095,-5.112304898,19.47288139,896.85,841.2936322,952.4063678,12.38922178,893.8666667,872.0666667,2.468949375,-97.03703704,915,860,922.5,887.5,1046.023005,,,,,,,,0
660,4/22/2010,845,830,845,820,1830,35.49401534,22.22222222,0.498584816,0.166194939,0.215762755,-22.87196413,-4.291339222,20.12559325,892.1,835.8722488,948.3277512,12.6057059,889.3666667,863.5666667,2.943637332,-77.77777778,910,857.5,922.5,883.75,1044.022776,,,,,,,,0
661,4/25/2010,829,829,829,829,200,33.01002767,14,0.398135332,0.298906716,0.20260053,-24.2591338,-4.542807111,19.71303393,887.3,826.8910603,947.7089397,13.61635067,880.7666667,857.9666667,2.622598827,-86,909.5,857.5,922.5,883.5,1041.883246,,,,,,,,0
662,4/26/2010,829,829,829,813,750,33.01002767,16.49484536,0.404077726,0.433599291,0.299566982,-24.61917372,-3.922277628,19.34173053,882.25,820.1021923,944.3978077,14.08848006,875.0666667,850.4666667,2.851292354,-83.50515464,908.5,856.5,921.5,882.5,1039.765005,,,,,,,,0
663,4/27/2010,820,820,820,820,220,31.56876293,7.608695652,0.303295016,0.368502691,0.367002899,-25.26020938,-3.650650628,18.30755748,877.65,811.5008503,943.7991497,15.07415249,866.4,843.8,2.642965735,-92.39130435,908.5,856.5,921.5,882.5,1037.578288,,,,,,,,0
664,4/28/2010,830,820,830,820,3280,34.96640636,18.47826087,0.540880592,0.416084444,0.406062142,-23.96857454,-1.887212631,17.47680173,876.05,806.9805422,945.1194578,15.76838258,859.5333333,836.7333333,2.688256563,-81.52173913,894,850.5,921.5,872.25,1035.512833,,,,,,,,0
665,4/29/2010,873,840,873,840,1710,47.12371592,68.96551724,1,0.614725202,0.466437446,-17.705998,3.50029113,20.02912156,875.4,806.472792,944.327208,15.7475915,858.7,831.3,3.24260355,-31.03448276,884,850.5,921.5,867.25,1033.89579,,,,,,,,0
666,5/9/2010,860,873,873,860,300,44.42013615,54.02298851,0.864089052,0.801656548,0.610822065,-14.38357476,5.458171496,19.3262094,872,807.2018519,936.7981481,14.86196058,857.9333333,827.9333333,3.559000316,-45.97701149,881.5,843,921.5,862.25,1032.165483,,,,,,,,0
667,5/10/2010,860,860,860,860,100,44.42013615,54.02298851,0.864089052,0.909392701,0.775258151,-11.73144079,6.488244367,17.39358846,868.85,808.2883785,929.4116215,13.94063912,854.6333333,827.6333333,3.209954823,-45.97701149,881.5,843,921.5,862.25,1030.452394,,,,,,,,0
668,5/11/2010,860,860,860,860,400,44.42013615,54.02298851,0.864089052,0.864089052,0.858379434,-9.608201491,6.889186935,15.65422962,866.35,808.7330754,923.9669246,13.30107338,853.3,828.3,2.973358706,-45.97701149,881.5,843,921.5,862.25,1028.75635,,,,,,,,0
669,5/12/2010,900,877,910,877,970,54.4606734,89.69072165,1,0.909392701,0.894291485,-3.458598974,10.43103156,19.08880666,866.4,808.6682063,924.1317937,13.32682218,860.8,834.8,3.066761029,-10.30927835,881.5,861.5,921.5,871.5,1027.475193,,,,,,,,0
670,5/13/2010,901,918,954,901,690,54.68108966,62.41134752,1,0.954696351,0.909392701,0.989486692,11.90329378,22.57992599,866.45,808.6002809,924.2997191,13.3532735,871.8,840.2,3.691588785,-37.58865248,883.5,883.5,921.5,883.5,1026.216733,,,,,,,,0
671,5/18/2010,886,886,886,886,30,50.71578877,51.77304965,0.855542816,0.951847605,0.938645552,2.373607975,10.62993205,21.82193339,865.5,809.6233501,921.3766499,12.91199304,877.5,845.9,3.667169549,-48.22695035,883.5,887,921.5,885.25,1024.821542,,,,,,,,0
672,5/19/2010,910,900,915,900,530,56.18994795,68.79432624,1,0.951847605,0.952797187,5.938590393,11.35593158,22.53974005,866.4,808.3090368,924.4909632,13.40973295,885.8666667,854.4666667,3.608504118,-31.20567376,883.5,887,921.5,885.25,1023.679039,,,,,,,,0
673,5/20/2010,910,910,910,910,100,56.18994795,68.79432624,1,0.951847605,0.951847605,8.256637734,10.93918313,20.28576605,866.9,807.5033671,926.2966329,13.70322595,894.8666667,863.4666667,3.571563981,-31.20567376,883.5,897,921.5,890.25,1022.547904,,,,,,,,0
674,5/23/2010,910,900,910,900,3700,56.18994795,68.79432624,1,1,0.967898404,9.655370767,9.870332933,19.25718944,867.5,806.6345747,928.3654253,14.03237471,902.8666667,871.4666667,3.539357505,-31.20567376,883.5,907,921.5,895.25,1021.428024,,,,,,,,0
675,5/25/2010,970,928,970,928,1080,67.47147793,100,1,1,0.983949202,17.05065852,13.81249655,23.3314705,871.5,796.396072,946.603928,17.23555433,913.1666667,879.9666667,3.703015206,0,891.5,915,921.5,903.25,1020.916303,,,,,,,,0
676,5/26/2010,955,965,965,952,300,63.09698676,90,0.878157093,0.959385698,0.986461899,20.07577948,13.47009401,22.79832345,875,791.6357391,958.3642609,19.05468821,922.4666667,889.2666667,3.664998528,-10,891.5,915,921.5,903.25,1020.260419,,,,,,,,0
677,5/30/2010,1050,974,1050,974,900,74.41210164,100,1,0.959385698,0.972923798,32.22707842,20.49711436,30.0184911,883.85,770.8875726,996.8124274,25.56144762,946.5333333,898.1333333,5.247560535,0,931.5,963.5,931.5,947.5,1020.556335,,,,,,,,0
678,5/31/2010,1050,1070,1071,1030,1440,74.41210164,90.90909091,1,0.959385698,0.959385698,39.83224613,22.48182565,31.11664199,893.35,759.9074656,1026.792534,29.87463692,969.6666667,913.0666667,6.012534967,-9.090909091,942,978.5,942,960.25,1020.849307,,,,,,,,0
679,6/1/2010,1029,1029,1029,1029,100,68.98906598,80.09478673,0.819183719,0.939727906,0.952833101,41.77329426,19.53829903,30.10497779,903.85,762.6391293,1045.060871,31.24652778,979.7,929.7,5.237247303,-19.90521327,942,978.5,942,960.25,1020.930408,,,,,,,,0
680,6/3/2010,965,1009,1009,965,1420,55.67267987,49.76303318,0.375185272,0.73145633,0.876856645,34.972703,10.19016621,33.49448001,909.85,768.9539035,1050.746096,30.9712802,984.9,936.7,5.016652789,-50.23696682,942,985.5,942,963.75,1020.373887,,,,,,,,0
681,6/6/2010,984,984,984,984,40,58.24917589,58.76777251,0.46109148,0.551820157,0.741001464,31.51864723,5.388888355,32.04503201,917.6,778.3026203,1056.89738,30.36124231,994.7,946.5,4.966000412,-41.23222749,942,985.5,942,963.75,1020.011958,,,,,,,,0
682,6/7/2010,998,980,998,980,400,60.08994552,62.37113402,0.395595585,0.410624112,0.564633533,29.90797541,3.022573229,30.64052881,926.05,788.7875142,1063.312486,29.64472453,1003.366667,954.5666667,4.984847969,-37.62886598,942,985.5,942,963.75,1019.792933,,,,,,,,0
683,6/8/2010,980,995,995,980,1270,56.63269561,50.81081081,0.249697363,0.368794809,0.443746359,26.05595599,-0.66355695,29.37647593,934.05,803.9815949,1064.118405,27.85041595,1012.366667,960.5666667,5.251064405,-49.18918919,942,999.5,942,970.75,1019.396984,,,,,,,,0
684,6/9/2010,980,980,980,980,400,56.63269561,50.81081081,0.249697363,0.298330104,0.359249675,22.74947452,-3.176030738,26.43882834,941.55,819.2806662,1063.819334,25.97192583,1018.7,968.9,5.011068625,-49.18918919,942,1011.5,942,976.75,1019.004974,,,,,,,,0
685,6/10/2010,980,980,980,962,1000,56.63269561,46.78362573,0.051229742,0.183541489,0.283555467,19.9017966,-4.818966927,25.5949455,946.9,827.7733447,1066.026655,25.16140148,1018.1,973.1,4.519887505,-53.21637427,942,1016.5,942,979.25,1018.616865,,,,,,,,0
686,6/13/2010,980,980,980,980,100,56.63269561,46.78362573,0.051229742,0.117385616,0.199752403,17.44162923,-5.823307435,23.03545095,952.9,839.9577139,1065.842286,23.70496089,1019.066667,976.6666667,4.249064671,-53.21637427,942,1016.5,942,979.25,1018.232617,,,,,,,,0
687,6/14/2010,950,961,975,950,920,50.16278756,29.23976608,0,0.034153161,0.111693422,11.97678194,-9.030523785,23.73190586,957.4,852.7550766,1062.044923,21.86023051,1007.333333,975.1333333,3.248478327,-70.76023392,942,989.5,942,965.75,1017.553686,,,,,,,,0
688,6/20/2010,969,950,969,950,270,53.76538049,28.67132867,0.148564735,0.066598159,0.072712312,10.01400401,-8.794641373,23.25871527,962.85,868.185804,1057.514196,19.66333198,996.3666667,968.5666667,2.82961254,-71.32867133,945.5,979.5,942,962.5,1017.070565,,,,,,,,0
689,6/21/2010,950,950,950,940,820,49.88216553,7.633587786,0,0.049521578,0.050090966,6.298651263,-10.00799529,23.83284374,965.35,874.9104622,1055.789538,18.7371498,989.1333333,959.3333333,3.058815479,-92.36641221,945.5,969,942,957.25,1016.403196,,,,,,,,0
690,6/22/2010,950,950,950,950,100,49.88216553,7.633587786,0,0.049521578,0.055213772,3.574490076,-10.18572518,21.44955937,967.8,881.9266048,1053.673395,17.74610357,981.7666667,960.7666667,2.16212506,-92.36641221,955.5,969,942,962.25,1015.742467,,,,,,,,0
691,6/23/2010,931,931,931,931,500,46.026773,0,0,0,0.033014386,-0.508250746,-11.41477281,21.20460343,970.05,890.7619807,1049.338019,16.34720257,976.4666667,955.4666667,2.17398806,-100,965.5,963,942,964.25,1014.899259,,,,,,,,0
692,6/24/2010,920,920,920,920,220,43.91076142,0,0,0,0.016507193,-4.540559198,-12.35766501,20.18414309,970.55,892.6693862,1048.430614,16.0487587,967.4666667,950.0666667,1.814831554,-100,965.5,950,942,957.75,1013.954988,,,,,,,,0
693,6/28/2010,925,931,931,925,130,45.14524077,5.617977528,0.07630047,0.02543349,0.00847783,-6.660659875,-11.58221255,19.26572878,971.3,895.5052772,1047.094723,15.60686148,960.7666667,945.1666667,1.636993249,-94.38202247,965.5,950,942,957.75,1013.069863,,,,,,,,0
694,6/29/2010,907,907,907,907,500,41.59594296,0,0,0.02543349,0.01695566,-9.961947754,-11.90680034,19.1391559,971.15,894.8603546,1047.439645,15.71119712,953.4666667,937.8666667,1.649629891,-100,974,943.5,942,958.75,1012.014442,,,,,,,,0
695,6/30/2010,911,911,911,911,230,42.67451797,4.395604396,0.058320258,0.044873576,0.031913519,-11.55390116,-10.799003,17.62524031,968.2,887.5238573,1048.876143,16.6651813,945.3666667,933.3666667,1.277456442,-95.6043956,978.5,941,942,959.75,1011.009323,,,,,,,,0
696,7/4/2010,920,920,920,920,100,45.12985246,14.77272727,0.235018131,0.097779463,0.056028843,-11.36922941,-8.491464997,16.76271628,966.45,883.2262654,1049.673735,17.22256394,939.3666667,927.3666667,1.285668369,-85.22727273,978.5,938,942,958.25,1010.103758,,,,,,,,0
697,7/6/2010,920,920,920,920,340,45.12985246,17.80821918,0.235018131,0.17611884,0.106257293,-10.9608334,-6.46645519,15.08644465,959.95,883.8409335,1036.059066,15.8568814,933.0333333,926.0333333,0.753066055,-82.19178082,985.5,928.5,942,957,1009.207203,,,,,,,,0
698,7/7/2010,925,911,925,911,3330,46.60343059,24.65753425,0.333016559,0.267684274,0.180527526,-9.852292123,-4.286331131,14.97780019,953.7,888.4402115,1018.959789,13.68560104,928.3,922.3,0.648438344,-75.34246575,985.5,928.5,942,957,1008.36932,,,,,,,,0
699,7/8/2010,928,911,928,910,600,47.51421311,28.76712329,0.393586986,0.320540559,0.254781224,-8.509293411,-2.354665935,15.28002017,948.65,892.4814145,1004.818586,11.84179319,926.6333333,919.0333333,0.823550659,-71.23287671,985.5,919,942,952.25,1007.569625,,,,,,,,0
700,7/11/2010,933,920,938,920,2580,49.07333476,38.23529412,0.614440214,0.447014586,0.345079806,-6.815138908,-0.528409146,15.55201815,947.05,891.0126018,1003.087398,11.83409497,926.4666667,915.2666667,1.216245566,-61.76470588,989,922.5,942,955.75,1006.827639,,,,,,,,0
701,7/12/2010,910,915,915,910,2050,42.77822174,4.838709677,0.097151473,0.368392891,0.378649345,-8.031152119,-1.395537885,16.29681634,943.35,887.7900324,998.9099676,11.77929032,925.0333333,912.8333333,1.327626233,-95.16129032,989,922.5,942,955.75,1005.86418,,,,,,,,0
702,7/13/2010,983,928,983,928,300,60.22032626,100,1,0.570530562,0.461979346,-0.562441447,4.85853823,21.9671347,942.6,889.668346,995.531654,11.23098961,935,911.8,2.512453974,0,989,945,942,967,1005.636676,,,,,,,,0
703,7/14/2010,1001,1002,1002,982,200,63.19905423,98.94736842,1,0.699050491,0.545991315,6.614999054,9.628782984,21.77042123,943.65,887.0840208,1000.215979,11.98876261,943.2,917.2,2.795097828,-1.052631579,989,956,942,972.5,1005.59054,,,,,,,,0
704,7/15/2010,1101,1021,1101,1021,3740,74.58505083,100,1,1,0.756527018,22.52495794,20.4309935,29.59337911,949.7,861.7179564,1037.682044,18.52838657,967.9333333,925.9333333,4.435370318,0,1004,1005.5,957,1004.75,1006.539888,,,,,,,,0
705,7/22/2010,991,1079,1079,991,190,54.58056257,43.29896907,0.393603236,0.797867745,0.832306079,20.74604167,14.92166178,37.6340412,950.25,861.3840898,1039.11591,18.70369065,987.6666667,928.0666667,6.222160356,-56.70103093,1004,1005.5,957,1004.75,1006.385262,,,,,,,,0
706,7/25/2010,953,991,991,953,450,49.62853861,23.71134021,0.243492358,0.545698531,0.781188759,14.78170346,7.165858859,37.67063708,948.9,861.0685705,1036.731429,18.5122625,996.0333333,928.8333333,6.982301804,-76.28865979,1004,1005.5,957,1004.75,1005.854065,,,,,,,,0
707,7/26/2010,930,935,935,900,2170,46.85743861,14.92537313,0.159491905,0.265529166,0.536365148,7.737674494,0.097463912,39.20357337,947.9,859.6868491,1036.113151,18.61233272,999.7,925.5,7.708290048,-85.07462687,1000.5,1000.5,957,1000.5,1005.099298,,,,,,,,0
708,7/27/2010,912,914,914,912,470,44.75144464,5.970149254,0.065085929,0.156023397,0.322417031,0.67667485,-5.570828586,37.08321603,945.05,856.0680355,1034.031964,18.83116543,997.7333333,925.9333333,7.464910761,-94.02985075,1000.5,1000.5,957,1000.5,1004.172937,,,,,,,,0
709,7/28/2010,930,920,930,902,1700,47.30212683,14.92537313,0.142230622,0.122269485,0.181274016,-2.221711938,-6.775372299,36.17489443,944.05,854.8637342,1033.236266,18.89439453,998.6,924.8,7.673910783,-85.07462687,1000.5,1000.5,957,1000.5,1003.434898,,,,,,,,0
710,8/1/2010,922,921,925,921,550,46.27947912,10.94527363,0.110078794,0.105798448,0.128030444,-5.059566706,-7.690581654,33.45740499,942.65,853.0034161,1032.296584,19.0201207,996.4333333,925.4333333,7.388649924,-89.05472637,1000.5,1000.5,957,1000.5,1002.6246,,,,,,,,0
711,8/3/2010,925,920,925,915,1510,46.74445048,12.43781095,0.124697395,0.125668937,0.11791229,-6.563279467,-7.355435531,31.11166449,942.35,852.5095303,1032.19047,19.06732524,997.9333333,925.9333333,7.48492619,-87.56218905,1000.5,1000.5,957,1000.5,1001.852216,,,,,,,,0
712,8/4/2010,927,927,927,927,80,47.07334291,13.43283582,0.135037704,0.123271298,0.118246228,-7.218604846,-6.408608728,28.20049804,942.7,853.156491,1032.243509,18.99724387,988.6666667,927.6666667,6.366324578,-86.56716418,1000.5,1000.5,957,1000.5,1001.107418,,,,,,,,0
713,8/5/2010,945,940,945,940,600,50.0624627,22.3880597,0.229015,0.1629167,0.137285645,-5.493432148,-3.746748824,27.18044824,943.7,854.5235457,1032.876454,18.89932273,982,924,6.086044071,-77.6119403,1000.5,989.5,957,995,1000.549135,,,,,,,,0
714,8/8/2010,940,927,940,927,980,49.23072334,19.90049751,0.20286529,0.188972665,0.158386887,-4.720635415,-2.379161673,26.26240341,945.35,857.7434363,1032.956564,18.53420716,961.4333333,916.8333333,4.749059416,-80.09950249,1000.5,945.5,960.5,973,999.9466565,,,,,,,,0
715,8/10/2010,940,922,940,922,1050,49.23072334,19.90049751,0.150142047,0.194007446,0.181965603,-4.069797294,-1.382658841,25.43616307,946.8,860.5663639,1033.033636,18.21580822,945.8,915.2,3.288554541,-80.09950249,1000.5,922.5,960.5,961.5,999.3501724,,,,,,,,0
716,8/12/2010,922,922,922,922,400,46.03729819,10.94527363,0.043100842,0.13203606,0.171672057,-5.519346313,-2.265766289,24.69254676,946.9,860.7863542,1033.013646,18.18854068,937.6333333,914.6333333,2.483443709,-89.05472637,1000.5,923.5,970.5,962,998.5805189,,,,,,,,0
717,8/17/2010,904,904,904,904,1550,43.03129379,1.990049751,0,0.064414296,0.1301526,-8.385223504,-4.105314784,24.02329209,946.1,858.7137311,1033.486269,18.47294555,932.3666667,916.3666667,1.730914861,-98.00995025,1000.5,923.5,980.5,962,997.6394192,,,,,,,,0
718,8/22/2010,910,905,910,905,940,44.33601437,5.586592179,0.112969973,0.052023605,0.082824654,-9.492861476,-4.170362204,22.22096288,945.35,857.0000707,1033.699929,18.69147496,932.2333333,915.6333333,1.796666426,-94.41340782,1000.5,924.5,980.5,962.5,996.7673852,,,,,,,,0
719,8/23/2010,918,916,918,916,200,46.10827132,19.78021978,0.437619629,0.183529867,0.099989256,-9.135355346,-3.050284859,20.79886659,944.85,856.0011958,1033.698804,18.80696495,929.3,917.9,1.234300563,-80.21978022,1000.5,924.5,980.5,962.5,995.9836301,,,,,,,,0
720,8/26/2010,915,915,915,915,700,45.52294415,33.33333333,0.354372138,0.301653913,0.179069129,-8.995959617,-2.328711305,19.01897993,943.95,854.2784326,1033.621567,18.99921975,928.1333333,917.5333333,1.148636446,-66.66666667,1000.5,924.5,989,962.5,995.1778229,,,,,,,,0
721,8/29/2010,927,910,928,910,390,48.34753514,58.13953488,0.756096378,0.516029382,0.333737721,-7.344131469,-0.541506525,18.91708194,944.8,856.1149393,1033.485061,18.77329821,928.9333333,916.7333333,1.322015532,-41.86046512,1000.5,924.5,993.5,962.5,994.4994366,,,,,,,,0
722,8/31/2010,910,910,910,910,150,44.80343783,18.60465116,0.25204117,0.454169895,0.423951064,-7.909679133,-0.885643351,18.72537374,941.15,853.0471624,1029.252838,18.72237957,927.2333333,915.0333333,1.324455381,-81.39534884,1000.5,922,993.5,961.25,993.6586461,,,,,,,,0
723,9/5/2010,900,910,910,900,1460,42.8152144,0,0,0.336045849,0.435415042,-9.21648544,-1.753959727,17.85283637,936.1,850.7632553,1021.436745,18.23239926,923.7333333,910.5333333,1.439267282,-100,1000.5,920,1000.5,960.25,992.7267193,,,,,,,,0
724,9/6/2010,908,908,908,908,350,44.92100193,17.77777778,0.290563734,0.180868301,0.323694682,-9.003500037,-1.232779459,16.86755273,926.45,886.0842967,966.8157033,8.714059747,919.6666667,909.0666667,1.159272356,-82.22222222,1000.5,914,1000.5,957.25,991.8836674,,,,,,,,0
725,9/7/2010,915,900,915,900,1360,46.76813617,33.33333333,0.545437607,0.278667114,0.265193755,-7.856164448,-0.068355096,16.68079746,922.65,895.000226,950.299774,5.993556378,916.9666667,906.9666667,1.096531306,-66.66666667,1000.5,914,1000.5,957.25,991.1186558,,,,,,,,0
726,9/9/2010,905,910,910,905,350,44.4735676,11.11111111,0.228825221,0.354942187,0.271492534,-7.980076524,-0.153813738,16.01271771,920.25,895.3592387,945.1407613,5.409565083,915.9333333,904.9333333,1.208215868,-88.88888889,1000.5,914,1000.5,957.25,990.2617537,,,,,,,,0
727,9/14/2010,920,919,920,919,310,48.55114867,50,0.894073147,0.556111992,0.396573764,-6.202038539,1.299379398,15.91144594,919.75,895.2642899,944.2357101,5.324427316,917.6,906.4,1.228070175,-50,1000.5,914,1000.5,957.25,989.5626318,,,,,,,,0
728,9/19/2010,920,920,920,920,200,48.55114867,50,0.894073147,0.672323838,0.527792672,-4.819640956,2.145421585,14.32030135,920.15,895.9237745,944.3762255,5.265712212,918.2666667,908.0666667,1.116992152,-50,1000.5,914,1000.5,957.25,988.8704663,,,,,,,,0
729,9/20/2010,920,920,920,920,100,48.55114867,71.42857143,1,0.929382098,0.719272643,-3.744905813,2.576125382,12.88827121,919.65,895.8485295,943.4514705,5.176201934,918.3333333,908.5333333,1.072875233,-28.57142857,1000.5,914,1000.5,957.25,988.185188,,,,,,,,0
730,9/21/2010,920,920,920,920,100,48.55114867,71.42857143,1,0.964691049,0.855465662,-2.909412237,2.729295166,11.59944409,919.55,895.7720691,943.3279309,5.171645032,918.8333333,909.0333333,1.072288278,-28.57142857,989.5,910,1000.5,949.75,987.5067284,,,,,,,,0
731,9/23/2010,911,915,915,910,350,45.83478439,39.28571429,0.526430369,0.842143456,0.912072201,-3.25994971,1.903006155,11.43949968,918.85,894.931179,942.768821,5.206251519,916.5666667,909.3666667,0.788637774,-60.71428571,945.5,910,1000.5,927.75,986.7454675,,,,,,,,0
732,9/26/2010,910,900,910,900,860,45.52997518,35.71428571,0.473290078,0.666573482,0.824469329,-3.532915131,1.304032588,11.39554971,918,894.0918424,941.9081576,5.208748933,917.2333333,908.0333333,1.00807188,-64.28571429,922.5,910,1000.5,916.25,985.981831,,,,,,,,0
733,9/27/2010,916,915,916,915,300,47.77413841,57.14285714,0.864536409,0.621418952,0.710045297,-2.967732825,1.495371914,10.85599474,916.55,896.1003056,936.9996944,4.462319431,917.5666667,910.1666667,0.809746134,-42.85714286,922.5,910,1000.5,916.25,985.2854943,,,,,,,,0
734,9/28/2010,915,918,918,915,430,47.42344837,53.57142857,0.803397277,0.713741255,0.667244563,-2.614823261,1.478625183,10.07039527,915.3,897.9091978,932.6908022,3.800022324,918.6666667,910.6666667,0.874635569,-46.42857143,922.5,910,1000.5,916.25,984.5861362,,,,,,,,0
735,9/29/2010,900,910,910,900,3450,42.3961679,0,0,0.555977895,0.630379367,-3.97293953,0.096407131,10.56335574,913.3,898.7659022,927.8340978,3.182765321,917.5,910.5,0.765864333,-100,922.5,910,1000.5,916.25,983.7444831,,,,,,,,0
736,9/30/2010,900,900,900,896,380,42.3961679,16.66666667,0,0.267799092,0.512506081,-4.81378684,-0.595552143,9.907020168,912.2,897.1454326,927.2545674,3.300716381,916.6,909.8,0.744634253,-83.33333333,920.5,908,998.5,914.25,982.9112047,,,,,,,,0
737,10/4/2010,900,900,900,900,400,42.3961679,16.66666667,1.15E-15,1.47E-17,0.274592329,-5.27625444,-0.846415795,8.916318151,912,896.4179591,927.5820409,3.417114242,914.5333333,907.9333333,0.724293083,-83.33333333,920.5,908,998.5,914.25,982.0862175,,,,,,,,0
